Variant SKU,Title,Image Column,Original URL,Local Filename,Local Path
ENVY-DID GOLD-TITAN,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_TITAN-PAIR-1.jpg?v=1742809140,ENVY-DID-GOLD_TITAN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_TITAN-PAIR-1.jpg
ENVY-DID GOLD-TITAN,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_TITAN-PAIR-1.jpg?v=1742809140,ENVY-DID-GOLD_TITAN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_TITAN-PAIR-1.jpg
ENVY-DID SILVER-BLUE,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_BLUE-PAIR-1.jpg?v=1742809042,ENVY-DID-SILVER_BLUE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_BLUE-PAIR-1.jpg
ENVY-DID SILVER-BLUE,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_BLUE-PAIR-1.jpg?v=1742809042,ENVY-DID-SILVER_BLUE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_BLUE-PAIR-1.jpg
ENVY-DID SILVER-GREEN,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_GREEN-PAIR-1.jpg?v=1742808929,ENVY-DID-SILVER_GREEN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_GREEN-PAIR-1.jpg
ENVY-DID SILVER-GREEN,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_GREEN-PAIR-1.jpg?v=1742808929,ENVY-DID-SILVER_GREEN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_GREEN-PAIR-1.jpg
ENVY-DID SILVER-GOLD,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_GOLD-PAIR-1.jpg?v=1742605207,ENVY-DID-SILVER_GOLD-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_GOLD-PAIR-1.jpg
ENVY-DID SILVER-GOLD,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_GOLD-PAIR-1.jpg?v=1742605207,ENVY-DID-SILVER_GOLD-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_GOLD-PAIR-1.jpg
ENVY-DID SILVER-SILVER,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_SILVER-PAIR-1.jpg?v=1742605066,ENVY-DID-SILVER_SILVER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_SILVER-PAIR-1.jpg
ENVY-DID SILVER-SILVER,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_SILVER-PAIR-1.jpg?v=1742605066,ENVY-DID-SILVER_SILVER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_SILVER-PAIR-1.jpg
ENVY-DID SILVER-TITAN,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_TITAN-PAIR-1.jpg?v=1742604960,ENVY-DID-SILVER_TITAN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_TITAN-PAIR-1.jpg
ENVY-DID SILVER-TITAN,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_TITAN-PAIR-1.jpg?v=1742604960,ENVY-DID-SILVER_TITAN-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_TITAN-PAIR-1.jpg
ENVY-DID SILVER-FACTORY,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_FACTORY-PAIR-1.jpg?v=1742604669,ENVY-DID-SILVER_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_FACTORY-PAIR-1.jpg
ENVY-DID SILVER-FACTORY,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_FACTORY-PAIR-1.jpg?v=1742604669,ENVY-DID-SILVER_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_FACTORY-PAIR-1.jpg
ENVY-DID SILVER-MAG,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_MAG-PAIR-1.jpg?v=1742604337,ENVY-DID-SILVER_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_MAG-PAIR-1.jpg
ENVY-DID SILVER-MAG,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_MAG-PAIR-1.jpg?v=1742604337,ENVY-DID-SILVER_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_MAG-PAIR-1.jpg
ENVY-DID SILVER-BLACK,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_BLACK-PAIR-1.jpg?v=1742604242,ENVY-DID-SILVER_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_BLACK-PAIR-1.jpg
ENVY-DID SILVER-BLACK,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_BLACK-PAIR-1.jpg?v=1742604242,ENVY-DID-SILVER_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_BLACK-PAIR-1.jpg
ENVY-DID Silver-Red,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_RED-PAIR-1.jpg?v=1742604145,ENVY-DID-SILVER_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_RED-PAIR-1.jpg
ENVY-DID Silver-Red,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-SILVER_RED-PAIR-1.jpg?v=1742604145,ENVY-DID-SILVER_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-SILVER_RED-PAIR-1.jpg
ENVY-DID SILVER-COPPER,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-SILVER-COPPER-PAIR-1.jpg?v=1742604046,ENVY_DID-SILVER-COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-SILVER-COPPER-PAIR-1.jpg
ENVY-DID SILVER-COPPER,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-SILVER-COPPER-PAIR-1.jpg?v=1742604046,ENVY_DID-SILVER-COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-SILVER-COPPER-PAIR-1.jpg
ENVY-DID SILVER-PURPLE,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-SILVER_PURPLE-PAIR-1.jpg?v=1742603892,ENVY_DID-SILVER_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-SILVER_PURPLE-PAIR-1.jpg
ENVY-DID SILVER-PURPLE,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-SILVER_PURPLE-PAIR-1.jpg?v=1742603892,ENVY_DID-SILVER_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-SILVER_PURPLE-PAIR-1.jpg
ENVY-DID GOLD-FACTORY,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_FACTORY-PAIR-1.jpg?v=1742602976,ENVY-DID-GOLD_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_FACTORY-PAIR-1.jpg
ENVY-DID GOLD-FACTORY,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_FACTORY-PAIR-1.jpg?v=1742602976,ENVY-DID-GOLD_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_FACTORY-PAIR-1.jpg
ENVY-DID GOLD-COPPER,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_COPPER-PAIR-1.jpg?v=1742602834,ENVY-DID_GOLD_COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_COPPER-PAIR-1.jpg
ENVY-DID GOLD-COPPER,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_COPPER-PAIR-1.jpg?v=1742602834,ENVY-DID_GOLD_COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_COPPER-PAIR-1.jpg
ENVY-DID GOLD-MAG,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_MAG-PAIR-1.jpg?v=1742602657,ENVY-DID_GOLD_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_MAG-PAIR-1.jpg
ENVY-DID GOLD-MAG,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_MAG-PAIR-1.jpg?v=1742602657,ENVY-DID_GOLD_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_MAG-PAIR-1.jpg
ENVY-DID GOLD-PURPLE,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_PURPLE-PAIR-1.jpg?v=1742602535,ENVY-DID_GOLD_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_PURPLE-PAIR-1.jpg
ENVY-DID GOLD-PURPLE,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_PURPLE-PAIR-1.jpg?v=1742602535,ENVY-DID_GOLD_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_PURPLE-PAIR-1.jpg
ENVY-DID GOLD-RED,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_RED-PAIR-1.jpg?v=1742602430,ENVY-DID_GOLD_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_RED-PAIR-1.jpg
ENVY-DID GOLD-RED,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_GOLD_RED-PAIR-1.jpg?v=1742602430,ENVY-DID_GOLD_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_GOLD_RED-PAIR-1.jpg
ENVY-DID GOLD-BLACK,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_BLACK-PAIR-1.jpg?v=1742602134,ENVY-DID-GOLD_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_BLACK-PAIR-1.jpg
ENVY-DID GOLD-BLACK,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-GOLD_BLACK-PAIR-1.jpg?v=1742602134,ENVY-DID-GOLD_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-GOLD_BLACK-PAIR-1.jpg
ENVY-DID BLUE-COPPER,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_COPPER-PAIR-1.jpg?v=1742600216,ENVY-DID-BLUE_COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_COPPER-PAIR-1.jpg
ENVY-DID BLUE-COPPER,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_COPPER-PAIR-1.jpg?v=1742600216,ENVY-DID-BLUE_COPPER-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_COPPER-PAIR-1.jpg
ENVY-DID BLUE-FACTORY,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_FACTORY-PAIR-1.jpg?v=1742598364,ENVY-DID-BLUE_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_FACTORY-PAIR-1.jpg
ENVY-DID BLUE-FACTORY,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_FACTORY-PAIR-1.jpg?v=1742598364,ENVY-DID-BLUE_FACTORY-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_FACTORY-PAIR-1.jpg
ENVY-DID BLUE-MAG,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_MAG-PAIR-1.jpg?v=1742598287,ENVY-DID-BLUE_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_MAG-PAIR-1.jpg
ENVY-DID BLUE-MAG,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_MAG-PAIR-1.jpg?v=1742598287,ENVY-DID-BLUE_MAG-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_MAG-PAIR-1.jpg
ENVY-DID BLUE-PURPLE,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_PURPLE-PAIR-1.jpg?v=1742598050,ENVY-DID-BLUE_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_PURPLE-PAIR-1.jpg
ENVY-DID BLUE-PURPLE,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID-BLUE_PURPLE-PAIR-1.jpg?v=1742598050,ENVY-DID-BLUE_PURPLE-PAIR-1.jpg,assets\images\envy-did\ENVY-DID-BLUE_PURPLE-PAIR-1.jpg
ENVY-DID BLUE-RED,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_BLUE_RED-PAIR-1.jpg?v=1742597909,ENVY-DID_BLUE_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_BLUE_RED-PAIR-1.jpg
ENVY-DID BLUE-RED,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY-DID_BLUE_RED-PAIR-1.jpg?v=1742597909,ENVY-DID_BLUE_RED-PAIR-1.jpg,assets\images\envy-did\ENVY-DID_BLUE_RED-PAIR-1.jpg
ENVY-DID BLUE-BLACK,,IMAGE_1,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-BLUE_BLACK-PAIR-1.jpg?v=1742597277,ENVY_DID-BLUE_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-BLUE_BLACK-PAIR-1.jpg
ENVY-DID BLUE-BLACK,,IMAGE_2,https://cdn.shopify.com/s/files/1/0592/0676/2540/files/ENVY_DID-BLUE_BLACK-PAIR-1.jpg?v=1742597277,ENVY_DID-BLUE_BLACK-PAIR-1.jpg,assets\images\envy-did\ENVY_DID-BLUE_BLACK-PAIR-1.jpg
